transaction_id,user_id,amount,currency,merchant_name,merchant_category,user_country,ip_country,device,timestamp,avg_spend,event_timestamp,flag_velocity,flag_spike,flag_geography,is_fraud_detected,fraud_reason
c1664832-2c40-4cf7-b7c5-14a2ec7e8431,USR-0072,268.53,USD,Amazon,retail,GB,GB,mobile,2026-03-15 00:59:49.386365+00:00,239.52,2026-03-15 00:59:49.386365+00:00,False,False,False,False,
c3129329-f902-4218-a4db-be5a52b9a499,USR-0061,191.33,USD,Netflix,retail,US,US,desktop,2026-03-14 23:53:49.386365+00:00,373.91,2026-03-14 23:53:49.386365+00:00,False,False,False,False,
f870a0a5-a4c9-44a2-9b7a-61098ddd3647,USR-0059,113.72,USD,Delta Airlines,retail,CA,CA,desktop,2026-03-15 00:04:49.386365+00:00,84.47,2026-03-15 00:04:49.386365+00:00,False,False,False,False,
a498b159-428c-415b-83a9-5dd598b7e460,USR-0098,381.64,USD,Walmart,retail,CA,CA,mobile,2026-03-14 23:25:49.386365+00:00,281.74,2026-03-14 23:25:49.386365+00:00,True,False,False,True,velocity
e63e1f0a-33c9-4db5-be5c-98e3f2b11087,USR-0057,278.52,USD,Uber,retail,US,US,tablet,2026-03-14 23:22:49.386365+00:00,187.27,2026-03-14 23:22:49.386365+00:00,False,False,False,False,
a2bca374-0d7f-45c5-bcf8-b832de53dde0,USR-0091,105.58,USD,Uber,retail,GB,GB,desktop,2026-03-14 23:48:49.386365+00:00,89.38,2026-03-14 23:48:49.386365+00:00,False,False,False,False,
c18296db-e689-433f-a986-fc682bfb1ad3,USR-0023,174.06,USD,Netflix,retail,CA,CA,desktop,2026-03-15 00:14:49.386365+00:00,170.16,2026-03-15 00:14:49.386365+00:00,False,False,False,False,
5bf9ebcc-71d4-4ee7-ae41-1d731c3b35a2,USR-0043,39.42,USD,Netflix,retail,US,US,tablet,2026-03-14 23:30:49.386365+00:00,50.75,2026-03-14 23:30:49.386365+00:00,False,False,False,False,
f37df65b-9a6f-406e-9b2d-443f0c14f1a9,USR-0002,345.11,USD,Netflix,retail,GB,GB,desktop,2026-03-15 00:35:49.386365+00:00,279.27,2026-03-15 00:35:49.386365+00:00,False,False,False,False,
32e16bda-d1e8-4aa4-bf9d-dc3cad28e24d,USR-0005,192.0,USD,Uber,retail,GB,GB,desktop,2026-03-14 23:23:49.386365+00:00,164.71,2026-03-14 23:23:49.386365+00:00,False,False,False,False,
33d55771-0833-424e-b067-edc21304a5d0,USR-0089,159.41,USD,Shell Gas,retail,US,US,desktop,2026-03-14 23:27:49.386365+00:00,122.88,2026-03-14 23:27:49.386365+00:00,False,False,False,False,
42744583-e78d-486d-aed3-21cb37fd3dc8,USR-0058,45.01,USD,McDonald's,retail,GB,GB,tablet,2026-03-15 00:45:49.386365+00:00,38.56,2026-03-15 00:45:49.386365+00:00,False,False,False,False,
63c1b03b-77f3-4210-ab79-a33f15994577,USR-0033,105.13,USD,Uber,retail,US,US,mobile,2026-03-15 00:28:49.386365+00:00,76.13,2026-03-15 00:28:49.386365+00:00,False,False,False,False,
35762b84-55a0-4e4c-a824-a8e1d93514a0,USR-0049,135.68,USD,Uber,retail,US,US,desktop,2026-03-14 23:29:49.386365+00:00,150.75,2026-03-14 23:29:49.386365+00:00,False,False,False,False,
02284d40-039f-4952-972c-edf7e668d466,USR-0038,217.95,USD,Apple Store,retail,US,US,mobile,2026-03-15 00:41:49.386365+00:00,222.51,2026-03-15 00:41:49.386365+00:00,False,False,False,False,
b3326fbb-8900-4e9e-a662-8b72139036f8,USR-0090,106.31,USD,Apple Store,retail,US,US,tablet,2026-03-14 23:42:49.386365+00:00,129.13,2026-03-14 23:42:49.386365+00:00,False,False,False,False,
458b99e6-e06c-4250-9617-4d462e1339ac,USR-0082,250.52,USD,Walmart,retail,GB,GB,tablet,2026-03-14 23:37:49.386365+00:00,250.61,2026-03-14 23:37:49.386365+00:00,False,False,False,False,
6efe314e-6c04-41b2-9d21-24f6f7793c36,USR-0055,164.65,USD,Netflix,retail,US,US,mobile,2026-03-14 23:41:49.386365+00:00,211.85,2026-03-14 23:41:49.386365+00:00,False,False,False,False,
3a1ee102-0d39-4892-8604-74303a14383a,USR-0059,121.58,USD,Amazon,retail,GB,GB,tablet,2026-03-15 00:50:49.386365+00:00,84.47,2026-03-15 00:50:49.386365+00:00,False,False,False,False,
0217c026-8ca4-4a23-a5ba-65ffa398f52c,USR-0030,249.1,USD,Walmart,retail,GB,GB,mobile,2026-03-15 00:34:49.386365+00:00,270.3,2026-03-15 00:34:49.386365+00:00,False,False,False,False,
05b15d71-cc4e-4422-91b6-414b586cfbba,USR-0096,328.69,USD,Delta Airlines,retail,US,US,tablet,2026-03-15 00:35:49.386365+00:00,228.84,2026-03-15 00:35:49.386365+00:00,False,False,False,False,
12dff33f-89ee-443a-a854-90ced95c33f1,USR-0003,141.92,USD,Uber,retail,CA,CA,desktop,2026-03-15 00:24:49.386365+00:00,167.36,2026-03-15 00:24:49.386365+00:00,False,False,False,False,
a4f03d2a-7a95-4b08-b891-6f8271e41f4a,USR-0042,360.42,USD,Walmart,retail,US,US,mobile,2026-03-15 00:54:49.386365+00:00,244.53,2026-03-15 00:54:49.386365+00:00,True,False,False,True,velocity
401f078e-bc64-46eb-a75e-3df706d8fbc2,USR-0005,226.45,USD,Target,retail,US,US,mobile,2026-03-15 00:17:49.386365+00:00,164.71,2026-03-15 00:17:49.386365+00:00,False,False,False,False,
d98e9de3-cbe8-4f67-b379-e786b4c3044b,USR-0057,235.75,USD,Shell Gas,retail,CA,CA,tablet,2026-03-15 00:02:49.386365+00:00,187.27,2026-03-15 00:02:49.386365+00:00,False,False,False,False,
29c03101-2b5a-459e-94c8-cd411d6406b7,USR-0035,43.94,USD,Walmart,retail,US,US,desktop,2026-03-15 00:29:49.386365+00:00,77.15,2026-03-15 00:29:49.386365+00:00,False,False,False,False,
e2142e1c-2dea-4142-9a89-d25ff2f5401d,USR-0013,446.0,USD,McDonald's,retail,US,US,tablet,2026-03-14 23:13:49.386365+00:00,311.59,2026-03-14 23:13:49.386365+00:00,False,False,False,False,
b8f5eaed-ef8d-486b-a9c3-56bb25f53abe,USR-0053,144.37,USD,McDonald's,retail,US,US,tablet,2026-03-14 23:46:49.386365+00:00,228.92,2026-03-14 23:46:49.386365+00:00,False,False,False,False,
02f5d6c1-5b01-422e-bb9a-546fab731441,USR-0041,403.02,USD,Uber,retail,US,US,tablet,2026-03-14 23:20:49.386365+00:00,396.05,2026-03-14 23:20:49.386365+00:00,False,False,False,False,
ea66ddf0-f84c-4963-a66e-65574bba4ab1,USR-0063,51.19,USD,Target,retail,GB,GB,desktop,2026-03-15 00:07:49.386365+00:00,85.02,2026-03-15 00:07:49.386365+00:00,False,False,False,False,
3831f32a-b937-463f-9cc4-8c293f327104,USR-0048,120.44,USD,Marriott,retail,US,US,tablet,2026-03-14 23:49:49.386365+00:00,188.56,2026-03-14 23:49:49.386365+00:00,False,False,False,False,
ec4e5610-a31b-4f20-ac95-36a58441501d,USR-0035,1035.55,USD,Apple Store,electronics,US,US,desktop,2026-03-15 00:57:49.386365+00:00,77.15,2026-03-15 00:57:49.386365+00:00,False,True,False,True,amount_spike
4057ddcd-b591-4b34-a3d5-0649e1ebc6ae,USR-0080,301.17,USD,McDonald's,retail,GB,GB,tablet,2026-03-15 00:50:49.386365+00:00,281.97,2026-03-15 00:50:49.386365+00:00,False,False,False,False,
612a0c47-7fd6-45b0-be0f-9da00de99f96,USR-0028,346.18,USD,Delta Airlines,retail,US,US,desktop,2026-03-15 00:33:49.386365+00:00,384.01,2026-03-15 00:33:49.386365+00:00,False,False,False,False,
66838ecf-daf8-48cd-b37e-8163bc05afb9,USR-0081,295.04,USD,Walmart,retail,US,US,tablet,2026-03-14 23:41:49.386365+00:00,264.69,2026-03-14 23:41:49.386365+00:00,False,False,False,False,
430fe7b5-c826-47a3-af48-e4929f47a56e,USR-0069,202.56,USD,Walmart,retail,US,US,tablet,2026-03-15 00:13:49.386365+00:00,191.44,2026-03-15 00:13:49.386365+00:00,False,False,False,False,
0098cc32-f6aa-4ac9-bf2e-4262c3764c54,USR-0096,232.21,USD,Uber,retail,GB,GB,desktop,2026-03-15 00:02:49.386365+00:00,228.84,2026-03-15 00:02:49.386365+00:00,False,False,False,False,
4b1df8b6-eff4-421d-b654-5833acc98095,USR-0045,91.49,USD,Shell Gas,retail,US,US,tablet,2026-03-15 00:13:49.386365+00:00,88.97,2026-03-15 00:13:49.386365+00:00,False,False,False,False,
06b113f6-517b-4a59-beb2-db9e7a264d36,USR-0090,70.24,USD,Marriott,retail,US,US,tablet,2026-03-15 00:26:49.386365+00:00,129.13,2026-03-15 00:26:49.386365+00:00,False,False,False,False,
4ccb5409-a787-4e8f-8686-1f380c5299af,USR-0064,68.37,USD,Target,retail,GB,GB,tablet,2026-03-14 23:52:49.386365+00:00,90.9,2026-03-14 23:52:49.386365+00:00,False,False,False,False,
d7284da5-485b-4682-9fed-aa340d8ae705,USR-0032,407.25,USD,Target,retail,US,US,tablet,2026-03-15 00:18:49.386365+00:00,339.32,2026-03-15 00:18:49.386365+00:00,False,False,False,False,
839825aa-6921-4aa6-bf16-adbadb06d080,USR-0064,114.16,USD,Walmart,retail,US,US,tablet,2026-03-14 23:55:49.386365+00:00,90.9,2026-03-14 23:55:49.386365+00:00,False,False,False,False,
9e0cae19-b09d-4194-b695-3ba04ea1040a,USR-0074,421.62,USD,Apple Store,retail,US,US,mobile,2026-03-15 00:37:49.386365+00:00,305.69,2026-03-15 00:37:49.386365+00:00,False,False,False,False,
0187e7ea-f4b6-4bc3-9ffa-644493048fd2,USR-0059,345.22,USD,Apple Store,retail,US,UA,desktop,2026-03-15 00:39:49.386365+00:00,84.47,2026-03-15 00:39:49.386365+00:00,False,True,True,True,"amount_spike, foreign_ip"
1d46df86-06fd-4f51-aad1-7afb52539cea,USR-0062,108.84,USD,McDonald's,retail,GB,GB,desktop,2026-03-14 23:41:49.386365+00:00,89.67,2026-03-14 23:41:49.386365+00:00,False,False,False,False,
d0c5d88a-3f69-48dc-8e91-779a6419d927,USR-0093,283.76,USD,Uber,retail,CA,CA,tablet,2026-03-15 00:23:49.386365+00:00,319.17,2026-03-15 00:23:49.386365+00:00,False,False,False,False,
ebc3c05e-9f3b-461a-9105-db65cfd53d54,USR-0042,11.29,USD,McDonald's,retail,US,US,desktop,2026-03-15 00:48:49.386365+00:00,244.53,2026-03-15 00:48:49.386365+00:00,True,False,False,True,velocity
281ef7cf-63d7-4b76-b034-efb916b8b0c5,USR-0067,34.31,USD,Walmart,retail,GB,GB,mobile,2026-03-14 23:50:49.386365+00:00,42.6,2026-03-14 23:50:49.386365+00:00,False,False,False,False,
62145269-3e3e-49bf-8810-9af5cf2bb97e,USR-0076,93.97,USD,Delta Airlines,retail,US,US,tablet,2026-03-15 00:22:49.386365+00:00,120.52,2026-03-15 00:22:49.386365+00:00,False,False,False,False,
5bb6003f-6e22-41ad-89e1-966a7d98efad,USR-0060,86.62,USD,Amazon,retail,US,US,tablet,2026-03-15 00:17:49.386365+00:00,168.35,2026-03-15 00:17:49.386365+00:00,False,False,False,False,
185e8e9a-06d2-4fd6-bb72-22827e68bc2a,USR-0002,193.3,USD,Apple Store,retail,GB,GB,tablet,2026-03-14 23:33:49.386365+00:00,279.27,2026-03-14 23:33:49.386365+00:00,False,False,False,False,
b17597ec-df21-4a64-91e7-e77ebf1af373,USR-0098,14.55,USD,Netflix,retail,US,US,desktop,2026-03-15 00:21:49.386365+00:00,281.74,2026-03-15 00:21:49.386365+00:00,True,False,False,True,velocity
1e87592f-c13d-4593-ad32-4e7fdd950907,USR-0089,102.33,USD,Uber,retail,US,US,desktop,2026-03-15 00:16:49.386365+00:00,122.88,2026-03-15 00:16:49.386365+00:00,False,False,False,False,
c872a493-00c6-4ec3-a1df-ac955dd92d03,USR-0024,169.06,USD,Amazon,retail,US,US,tablet,2026-03-15 00:29:49.386365+00:00,299.41,2026-03-15 00:29:49.386365+00:00,False,False,False,False,
ae0867b4-bd38-4f41-bfef-07573a0bc6bf,USR-0088,42.42,USD,Amazon,retail,CA,CA,tablet,2026-03-15 00:32:49.386365+00:00,35.11,2026-03-15 00:32:49.386365+00:00,False,False,False,False,
f8f35c9a-1c31-4865-8daa-84f304855482,USR-0027,398.33,USD,Uber,retail,US,US,tablet,2026-03-15 00:45:49.386365+00:00,366.52,2026-03-15 00:45:49.386365+00:00,False,False,False,False,
b96a1eb2-7c2d-4cbd-b869-47ded9c98e8b,USR-0042,1.98,USD,Marriott,retail,US,US,desktop,2026-03-15 00:49:49.386365+00:00,244.53,2026-03-15 00:49:49.386365+00:00,True,False,False,True,velocity
ff01b38a-1d2c-4637-bf85-e3e56adad03f,USR-0097,50.24,USD,McDonald's,retail,GB,GB,desktop,2026-03-14 23:19:49.386365+00:00,38.1,2026-03-14 23:19:49.386365+00:00,False,False,False,False,
ba7108c0-60e7-4c03-8964-b4a17c44d06c,USR-0023,248.7,USD,Marriott,retail,GB,GB,mobile,2026-03-14 23:47:49.386365+00:00,170.16,2026-03-14 23:47:49.386365+00:00,False,False,False,False,
d4ad6d3b-6a96-48fc-9cbb-93f6f23f0588,USR-0077,238.55,USD,Amazon,retail,US,US,mobile,2026-03-14 23:41:49.386365+00:00,171.95,2026-03-14 23:41:49.386365+00:00,False,False,False,False,
e3dd23b6-de1b-45e9-8aa4-4a3209daea07,USR-0006,166.79,USD,Shell Gas,retail,GB,GB,mobile,2026-03-14 23:52:49.386365+00:00,170.8,2026-03-14 23:52:49.386365+00:00,False,False,False,False,
e3ef7dbd-50ea-492b-a9fb-fff71c6f5dd9,USR-0098,7.13,USD,Target,retail,US,US,desktop,2026-03-15 00:22:19.386365+00:00,281.74,2026-03-15 00:22:19.386365+00:00,True,False,False,True,velocity
37c80343-21cf-4a3c-9d2f-d88f677b6feb,USR-0079,132.05,USD,McDonald's,retail,US,US,tablet,2026-03-14 23:49:49.386365+00:00,116.2,2026-03-14 23:49:49.386365+00:00,False,False,False,False,
82f4fd7b-194c-47c6-a241-05c8760138bd,USR-0033,71.08,USD,Amazon,retail,US,US,mobile,2026-03-15 00:15:49.386365+00:00,76.13,2026-03-15 00:15:49.386365+00:00,False,False,False,False,
87835a51-e6a4-49fa-8649-d9d1fd17ac9f,USR-0036,188.99,USD,Walmart,retail,GB,GB,desktop,2026-03-15 00:25:49.386365+00:00,368.15,2026-03-15 00:25:49.386365+00:00,False,False,False,False,
de010b02-43b3-4d8c-879b-d7641cf106a6,USR-0052,289.12,USD,Uber,retail,GB,GB,desktop,2026-03-15 00:29:49.386365+00:00,255.37,2026-03-15 00:29:49.386365+00:00,False,False,False,False,
bde100ca-bfe8-4faf-8f7e-2edc02d7f4af,USR-0069,143.6,USD,Apple Store,retail,US,US,desktop,2026-03-14 23:30:49.386365+00:00,191.44,2026-03-14 23:30:49.386365+00:00,False,False,False,False,
004d83ed-3a5a-4e21-b16e-f905bc19c7a3,USR-0067,62.96,USD,Marriott,retail,US,US,mobile,2026-03-14 23:14:49.386365+00:00,42.6,2026-03-14 23:14:49.386365+00:00,False,False,False,False,
7f8b2e76-a606-4cfc-8315-b2bc83a7821a,USR-0041,274.63,USD,Target,retail,US,US,desktop,2026-03-15 00:36:49.386365+00:00,396.05,2026-03-15 00:36:49.386365+00:00,False,False,False,False,
862695af-80c2-4690-8f1d-dcc7c96029f1,USR-0031,233.8,USD,Delta Airlines,retail,US,US,desktop,2026-03-15 00:34:49.386365+00:00,187.1,2026-03-15 00:34:49.386365+00:00,False,False,False,False,
2e26c6b3-310b-4c87-8b7d-824d940f6b54,USR-0048,95.24,USD,McDonald's,retail,CA,CA,tablet,2026-03-15 00:13:49.386365+00:00,188.56,2026-03-15 00:13:49.386365+00:00,False,False,False,False,
31a4ed5e-c00d-4c92-bfd5-08c6a5fbae6c,USR-0059,81.09,USD,Netflix,retail,CA,CA,desktop,2026-03-15 00:45:49.386365+00:00,84.47,2026-03-15 00:45:49.386365+00:00,False,False,False,False,
7e8b9979-5375-4fb0-a2c7-5f0a5f5e12aa,USR-0010,90.09,USD,Shell Gas,retail,US,US,tablet,2026-03-14 23:55:49.386365+00:00,84.23,2026-03-14 23:55:49.386365+00:00,False,False,False,False,
545aabe9-51c7-4081-aff2-18e26daef858,USR-0064,58.05,USD,Target,retail,US,US,mobile,2026-03-15 00:37:49.386365+00:00,90.9,2026-03-15 00:37:49.386365+00:00,False,False,False,False,
963148bf-3d57-4460-b2d0-0a45b5cabe1d,USR-0052,373.51,USD,Apple Store,retail,GB,GB,desktop,2026-03-15 00:29:49.386365+00:00,255.37,2026-03-15 00:29:49.386365+00:00,False,False,False,False,
89d8fb68-5ac9-415a-b28e-50c45f08d9d9,USR-0071,198.07,USD,Target,retail,US,US,desktop,2026-03-14 23:28:49.386365+00:00,273.86,2026-03-14 23:28:49.386365+00:00,False,False,False,False,
7e04b30a-4c85-49ff-8f9a-3d8de694403a,USR-0064,120.39,USD,Walmart,retail,US,US,desktop,2026-03-15 00:14:49.386365+00:00,90.9,2026-03-15 00:14:49.386365+00:00,False,False,False,False,
f85f4c77-0f37-46b6-af8d-8f61a17b77a1,USR-0068,223.05,USD,McDonald's,retail,GB,GB,mobile,2026-03-14 23:32:49.386365+00:00,285.4,2026-03-14 23:32:49.386365+00:00,False,False,False,False,
c4c967c6-4575-40e3-abb7-852c9e2978f9,USR-0071,335.6,USD,Netflix,retail,US,US,tablet,2026-03-14 23:52:49.386365+00:00,273.86,2026-03-14 23:52:49.386365+00:00,False,False,False,False,
7dec5f50-2667-4f44-aad9-253600ea6a31,USR-0005,124.46,USD,Apple Store,retail,US,US,desktop,2026-03-14 23:33:49.386365+00:00,164.71,2026-03-14 23:33:49.386365+00:00,False,False,False,False,
d27ed39a-31eb-4ad3-a89f-3101c4557d03,USR-0031,191.43,USD,McDonald's,retail,US,US,desktop,2026-03-14 23:56:49.386365+00:00,187.1,2026-03-14 23:56:49.386365+00:00,False,False,False,False,
662a99dd-8a49-4691-b250-670f83725c4b,USR-0076,108.23,USD,Amazon,retail,US,US,mobile,2026-03-14 23:47:49.386365+00:00,120.52,2026-03-14 23:47:49.386365+00:00,False,False,False,False,
8d90877a-04df-441b-a329-6df6b0a83959,USR-0085,127.64,USD,Target,retail,GB,GB,mobile,2026-03-15 00:12:49.386365+00:00,207.87,2026-03-15 00:12:49.386365+00:00,False,False,False,False,
f1c74bf6-d4e3-4aaf-bf2b-ef610670081f,USR-0028,328.82,USD,Target,retail,US,US,mobile,2026-03-14 23:16:49.386365+00:00,384.01,2026-03-14 23:16:49.386365+00:00,False,False,False,False,
9b6cc25a-d673-4be0-aebc-6f49493ceb81,USR-0041,248.98,USD,McDonald's,retail,US,US,tablet,2026-03-15 00:42:49.386365+00:00,396.05,2026-03-15 00:42:49.386365+00:00,False,False,False,False,
4984ae25-6071-425f-991f-3ad5915afa48,USR-0054,561.67,USD,Shell Gas,retail,GB,GB,tablet,2026-03-15 00:29:49.386365+00:00,397.45,2026-03-15 00:29:49.386365+00:00,False,False,False,False,
f222903f-a3d1-4a2f-ab8c-15dbe1c05e47,USR-0032,204.72,USD,McDonald's,retail,US,US,desktop,2026-03-15 00:58:49.386365+00:00,339.32,2026-03-15 00:58:49.386365+00:00,False,False,False,False,
14f9e8b0-3a6b-48b1-aff7-9c9d3747b780,USR-0083,63.43,USD,Marriott,retail,CA,CA,tablet,2026-03-15 00:44:49.386365+00:00,90.26,2026-03-15 00:44:49.386365+00:00,False,False,False,False,
bf90b3a0-5fd2-4722-a9c3-54629dc506d4,USR-0009,335.2,USD,Delta Airlines,retail,US,US,desktop,2026-03-14 23:51:49.386365+00:00,244.71,2026-03-14 23:51:49.386365+00:00,False,False,False,False,
d5c13c38-d348-4877-983c-e66f0e71766a,USR-0029,286.75,USD,Netflix,retail,US,US,tablet,2026-03-14 23:15:49.386365+00:00,227.87,2026-03-14 23:15:49.386365+00:00,False,False,False,False,
0d261e9f-4117-4b92-bb1b-a5ed0ffb4e15,USR-0019,88.45,USD,Apple Store,retail,US,US,tablet,2026-03-15 00:30:49.386365+00:00,98.65,2026-03-15 00:30:49.386365+00:00,False,False,False,False,
dbd42c15-0b88-4e38-b092-521e66de8f50,USR-0072,215.31,USD,Delta Airlines,retail,US,US,desktop,2026-03-15 00:52:49.386365+00:00,239.52,2026-03-15 00:52:49.386365+00:00,False,False,False,False,
e00d8424-3c2c-4fb9-938d-c1eead108990,USR-0096,609.2,USD,McDonald's,retail,US,NG,desktop,2026-03-15 00:55:49.386365+00:00,228.84,2026-03-15 00:55:49.386365+00:00,False,False,True,True,foreign_ip
684fbaeb-0047-4425-a1e8-649e337bfb1e,USR-0039,5195.31,USD,Apple Store,electronics,US,US,desktop,2026-03-15 00:54:49.386365+00:00,354.08,2026-03-15 00:54:49.386365+00:00,False,True,False,True,amount_spike
05600681-3266-4c61-aa85-54df54c574df,USR-0001,383.73,USD,McDonald's,retail,CA,CA,desktop,2026-03-14 23:28:49.386365+00:00,274.71,2026-03-14 23:28:49.386365+00:00,False,False,False,False,
3a4571e6-670b-424d-b87a-e5efa65ece88,USR-0039,472.68,USD,Walmart,retail,US,US,desktop,2026-03-14 23:16:49.386365+00:00,354.08,2026-03-14 23:16:49.386365+00:00,False,False,False,False,
31e22231-1d51-4f2a-9e58-6b1f28629243,USR-0007,256.14,USD,Amazon,retail,CA,CA,desktop,2026-03-14 23:44:49.386365+00:00,196.77,2026-03-14 23:44:49.386365+00:00,False,False,False,False,
23bbdb5d-f51a-43a1-bd28-dcf75c860c1a,USR-0048,117.29,USD,Target,retail,US,US,tablet,2026-03-14 23:24:49.386365+00:00,188.56,2026-03-14 23:24:49.386365+00:00,False,False,False,False,
