transaction_id,user_id,amount,currency,merchant_name,merchant_category,user_country,ip_country,device,timestamp,is_fraud,fraud_type,event_timestamp,ingestion_layer,country_mismatch,amount_bucket,event_date,event_hour
127c1684-eb5f-4b18-aa78-a9139dfa560d,USR-0106,294.82,USD,Apple Store,retail,US,US,mobile,2026-03-15 00:35:52.327144+00:00,False,,2026-03-15 00:35:52.327144+00:00,silver,False,medium,2026-03-15,0
a4efffee-d54a-4ac7-8324-218204748d59,USR-0054,268.77,USD,Amazon,retail,US,US,mobile,2026-03-15 00:35:52.327147+00:00,False,,2026-03-15 00:35:52.327147+00:00,silver,False,medium,2026-03-15,0
6b6c712c-8613-42ab-b341-f84515bab34d,USR-0161,37.78,USD,Uber,retail,GB,GB,tablet,2026-03-15 00:35:52.327151+00:00,False,,2026-03-15 00:35:52.327151+00:00,silver,False,small,2026-03-15,0
c6d220ca-e7df-4ab9-a3b5-8bd5f9855108,USR-0028,214.55,USD,McDonald's,retail,CA,CA,desktop,2026-03-15 00:35:52.327154+00:00,False,,2026-03-15 00:35:52.327154+00:00,silver,False,medium,2026-03-15,0
748eaee9-5eef-4aae-848e-36336f6f96c4,USR-0119,321.17,USD,Apple Store,retail,US,US,tablet,2026-03-15 00:35:52.327159+00:00,False,,2026-03-15 00:35:52.327159+00:00,silver,False,medium,2026-03-15,0
408dd510-d9b2-4cb8-bfee-fc8a20bd6310,USR-0061,79.45,USD,Netflix,retail,CA,CA,tablet,2026-03-15 00:35:52.327163+00:00,False,,2026-03-15 00:35:52.327163+00:00,silver,False,small,2026-03-15,0
bc2c5134-86bb-46eb-b058-87b06e4d4ef3,USR-0077,388.96,USD,Delta Airlines,retail,US,US,mobile,2026-03-15 00:35:52.327167+00:00,False,,2026-03-15 00:35:52.327167+00:00,silver,False,medium,2026-03-15,0
65256964-cb50-4e66-bc92-697e7ab3ecf6,USR-0113,155.38,USD,Delta Airlines,retail,GB,GB,tablet,2026-03-15 00:35:52.327170+00:00,False,,2026-03-15 00:35:52.327170+00:00,silver,False,medium,2026-03-15,0
d0bb3eff-6051-4c76-a94c-68d741d6644b,USR-0151,275.33,USD,Amazon,retail,US,US,mobile,2026-03-15 00:35:52.327174+00:00,False,,2026-03-15 00:35:52.327174+00:00,silver,False,medium,2026-03-15,0
5ee9d396-ad9e-4c9d-9517-8089be08d88e,USR-0170,8.58,USD,Shell Gas,retail,US,US,desktop,2026-03-15 00:35:52.327179+00:00,True,rapid_fire,2026-03-15 00:35:52.327179+00:00,silver,False,micro,2026-03-15,0
1cec0865-d18d-4cd8-84c4-0ea28832350a,USR-0037,288.74,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327184+00:00,False,,2026-03-15 00:35:52.327184+00:00,silver,False,medium,2026-03-15,0
07376fa4-c1e8-4696-b80b-5bb7a53a215d,USR-0017,474.27,USD,Delta Airlines,retail,US,US,tablet,2026-03-15 00:35:52.327188+00:00,False,,2026-03-15 00:35:52.327188+00:00,silver,False,medium,2026-03-15,0
3d22b7d5-1e6a-4e97-8052-4e150a5b2855,USR-0117,425.37,USD,Netflix,retail,US,US,desktop,2026-03-15 00:35:52.327192+00:00,False,,2026-03-15 00:35:52.327192+00:00,silver,False,medium,2026-03-15,0
52d141bc-ed5d-4106-86e1-4aeec6a68f38,USR-0167,86.6,USD,McDonald's,retail,GB,GB,desktop,2026-03-15 00:35:52.327197+00:00,False,,2026-03-15 00:35:52.327197+00:00,silver,False,small,2026-03-15,0
5ac3171f-895f-4234-9959-2ea73ecfc778,USR-0149,282.53,USD,Shell Gas,retail,US,US,tablet,2026-03-15 00:35:52.327201+00:00,False,,2026-03-15 00:35:52.327201+00:00,silver,False,medium,2026-03-15,0
b8c6f71e-61c4-4624-9e2a-db0e992073e4,USR-0078,1300.59,USD,Netflix,retail,US,US,mobile,2026-03-15 00:35:52.327206+00:00,True,large_amount,2026-03-15 00:35:52.327206+00:00,silver,False,large,2026-03-15,0
a000d677-90f1-434a-ace6-8747275325c9,USR-0136,481.7,USD,Delta Airlines,retail,CA,CA,desktop,2026-03-15 00:35:52.327210+00:00,False,,2026-03-15 00:35:52.327210+00:00,silver,False,medium,2026-03-15,0
68225553-f3e0-4945-a28e-13b20ac3849a,USR-0079,245.81,USD,Delta Airlines,retail,US,US,mobile,2026-03-15 00:35:52.327214+00:00,False,,2026-03-15 00:35:52.327214+00:00,silver,False,medium,2026-03-15,0
29433e9e-9eda-40dc-8b6d-73a6d8495808,USR-0175,339.19,USD,McDonald's,retail,US,US,tablet,2026-03-15 00:35:52.327218+00:00,False,,2026-03-15 00:35:52.327218+00:00,silver,False,medium,2026-03-15,0
ef213cab-0d24-4254-a47a-c9bd055b02e5,USR-0099,191.59,USD,Shell Gas,retail,CA,CA,desktop,2026-03-15 00:35:52.327223+00:00,False,,2026-03-15 00:35:52.327223+00:00,silver,False,medium,2026-03-15,0
d905b45f-c489-4c5f-8b6e-31b7a8da2df1,USR-0082,549.61,USD,Netflix,retail,US,US,desktop,2026-03-15 00:35:52.327227+00:00,False,,2026-03-15 00:35:52.327227+00:00,silver,False,large,2026-03-15,0
7678d757-fdde-4646-80f6-143809d20749,USR-0030,251.16,USD,Netflix,retail,US,US,tablet,2026-03-15 00:35:52.327231+00:00,False,,2026-03-15 00:35:52.327231+00:00,silver,False,medium,2026-03-15,0
93fb6a2c-a648-40d4-9b89-4570e5d06c6d,USR-0106,92.69,USD,Netflix,retail,US,US,desktop,2026-03-15 00:35:52.327235+00:00,False,,2026-03-15 00:35:52.327235+00:00,silver,False,small,2026-03-15,0
7ce39695-ed8a-48e2-88fd-8463c70a605b,USR-0039,9.6,USD,Shell Gas,retail,US,US,desktop,2026-03-15 00:35:52.327239+00:00,True,rapid_fire,2026-03-15 00:35:52.327239+00:00,silver,False,micro,2026-03-15,0
b6324161-e6fb-4dcf-8aed-d06dd30a9241,USR-0079,346.82,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327244+00:00,False,,2026-03-15 00:35:52.327244+00:00,silver,False,medium,2026-03-15,0
95118cbb-db70-49e5-9030-5755431b0f06,USR-0162,353.51,USD,Uber,retail,GB,GB,desktop,2026-03-15 00:35:52.327249+00:00,False,,2026-03-15 00:35:52.327249+00:00,silver,False,medium,2026-03-15,0
151907ed-7b94-4f85-a268-8390a8cb1109,USR-0171,51.13,USD,Netflix,retail,GB,GB,desktop,2026-03-15 00:35:52.327253+00:00,False,,2026-03-15 00:35:52.327253+00:00,silver,False,small,2026-03-15,0
509b105e-2361-446d-8007-5960d305b9cd,USR-0086,236.69,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327257+00:00,False,,2026-03-15 00:35:52.327257+00:00,silver,False,medium,2026-03-15,0
de9cab80-7b52-42bd-88f6-2dcb0e622bdb,USR-0137,368.88,USD,Shell Gas,retail,US,US,tablet,2026-03-15 00:35:52.327260+00:00,False,,2026-03-15 00:35:52.327260+00:00,silver,False,medium,2026-03-15,0
3c92a2f6-7c64-4e3b-a79b-04004ac26943,USR-0079,206.03,USD,Walmart,retail,US,US,desktop,2026-03-15 00:35:52.327264+00:00,False,,2026-03-15 00:35:52.327264+00:00,silver,False,medium,2026-03-15,0
a6c3f394-ff66-4c32-9209-0f13d6acc99a,USR-0059,162.74,USD,Shell Gas,retail,US,US,mobile,2026-03-15 00:35:52.327268+00:00,False,,2026-03-15 00:35:52.327268+00:00,silver,False,medium,2026-03-15,0
3bddb447-b711-4736-b1c6-dd6f425e2ab4,USR-0100,64.13,USD,Netflix,retail,US,US,tablet,2026-03-15 00:35:52.327271+00:00,False,,2026-03-15 00:35:52.327271+00:00,silver,False,small,2026-03-15,0
384b83ae-cb70-4435-a908-b953edc822bd,USR-0160,259.25,USD,Walmart,retail,US,US,desktop,2026-03-15 00:35:52.327275+00:00,False,,2026-03-15 00:35:52.327275+00:00,silver,False,medium,2026-03-15,0
642ffb08-0e38-4a4d-b078-bd67d075f09c,USR-0182,498.53,USD,Shell Gas,retail,US,US,tablet,2026-03-15 00:35:52.327280+00:00,False,,2026-03-15 00:35:52.327280+00:00,silver,False,medium,2026-03-15,0
41581dcd-76e0-4c7e-99da-dccc3614736e,USR-0091,238.15,USD,McDonald's,retail,US,US,desktop,2026-03-15 00:35:52.327285+00:00,False,,2026-03-15 00:35:52.327285+00:00,silver,False,medium,2026-03-15,0
14bb935d-4083-4115-8c2f-3fbc3a0a48a2,USR-0162,254.03,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327289+00:00,False,,2026-03-15 00:35:52.327289+00:00,silver,False,medium,2026-03-15,0
216f7ee2-3250-4893-b920-47c969c64e6a,USR-0084,312.82,USD,Netflix,retail,US,US,mobile,2026-03-15 00:35:52.327292+00:00,False,,2026-03-15 00:35:52.327292+00:00,silver,False,medium,2026-03-15,0
ab69c0bf-f094-4c5c-9e52-610fe3ccebce,USR-0008,212.16,USD,Walmart,retail,US,US,mobile,2026-03-15 00:35:52.327296+00:00,False,,2026-03-15 00:35:52.327296+00:00,silver,False,medium,2026-03-15,0
71e3d611-e2e8-42c8-97c6-ce3b916f663f,USR-0139,231.91,USD,Delta Airlines,retail,CA,CA,tablet,2026-03-15 00:35:52.327299+00:00,False,,2026-03-15 00:35:52.327299+00:00,silver,False,medium,2026-03-15,0
7d7480dd-94a7-4b56-bfbe-d45265182e7f,USR-0065,375.05,USD,Delta Airlines,retail,US,US,desktop,2026-03-15 00:35:52.327304+00:00,False,,2026-03-15 00:35:52.327304+00:00,silver,False,medium,2026-03-15,0
26e3c543-3ce1-479b-819c-03552425b224,USR-0021,9.94,USD,Walmart,retail,CA,CA,tablet,2026-03-15 00:35:52.327308+00:00,True,rapid_fire,2026-03-15 00:35:52.327308+00:00,silver,False,micro,2026-03-15,0
774cf8a5-a914-444e-a3ad-c76a36b3e082,USR-0108,28.33,USD,Uber,retail,CA,CA,mobile,2026-03-15 00:35:52.327312+00:00,False,,2026-03-15 00:35:52.327312+00:00,silver,False,small,2026-03-15,0
af29f7b4-fe6e-4b1e-89cc-9573152ecb49,USR-0133,184.88,USD,Apple Store,retail,CA,CA,mobile,2026-03-15 00:35:52.327315+00:00,False,,2026-03-15 00:35:52.327315+00:00,silver,False,medium,2026-03-15,0
dd5713ff-bdff-4263-849b-80cde54a4976,USR-0151,1459.05,USD,Uber,retail,US,US,tablet,2026-03-15 00:35:52.327319+00:00,True,large_amount,2026-03-15 00:35:52.327319+00:00,silver,False,large,2026-03-15,0
74a0acf5-c3d9-47e5-905e-127446900079,USR-0173,26.35,USD,Shell Gas,retail,US,US,desktop,2026-03-15 00:35:52.327324+00:00,False,,2026-03-15 00:35:52.327324+00:00,silver,False,small,2026-03-15,0
6de18c3c-a985-46e6-ad37-3ae169bec38b,USR-0109,284.49,USD,Uber,retail,GB,GB,desktop,2026-03-15 00:35:52.327328+00:00,False,,2026-03-15 00:35:52.327328+00:00,silver,False,medium,2026-03-15,0
196809eb-82da-4819-a3d9-338e6390f3cc,USR-0054,2.55,USD,Walmart,retail,US,US,tablet,2026-03-15 00:35:52.327332+00:00,True,rapid_fire,2026-03-15 00:35:52.327332+00:00,silver,False,micro,2026-03-15,0
22e25e1b-d434-4b15-aaf7-fd0511a6c0a1,USR-0148,480.46,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327336+00:00,False,,2026-03-15 00:35:52.327336+00:00,silver,False,medium,2026-03-15,0
e4378629-0811-4bf0-8bca-9d8731b52710,USR-0166,175.91,USD,Uber,retail,US,US,tablet,2026-03-15 00:35:52.327340+00:00,False,,2026-03-15 00:35:52.327340+00:00,silver,False,medium,2026-03-15,0
683d2c36-5137-43ea-b6bf-734ab7a84d76,USR-0132,85.35,USD,Netflix,retail,CA,CA,mobile,2026-03-15 00:35:52.327345+00:00,False,,2026-03-15 00:35:52.327345+00:00,silver,False,small,2026-03-15,0
d6212e93-5ab7-4646-bfab-a3ef4d46d729,USR-0190,88.89,USD,Delta Airlines,retail,CA,CA,mobile,2026-03-15 00:35:52.327349+00:00,False,,2026-03-15 00:35:52.327349+00:00,silver,False,small,2026-03-15,0
66f7b467-a46f-4a73-b12f-a9aa3ad1a08f,USR-0153,63.7,USD,Uber,retail,CA,CA,desktop,2026-03-15 00:35:52.327352+00:00,False,,2026-03-15 00:35:52.327352+00:00,silver,False,small,2026-03-15,0
47fe1b4c-47b7-407e-ba47-e56f1e19e2c5,USR-0015,501.24,USD,Walmart,retail,US,US,mobile,2026-03-15 00:35:52.327356+00:00,False,,2026-03-15 00:35:52.327356+00:00,silver,False,large,2026-03-15,0
93e39e5d-1786-4a87-ac01-5988fd31227b,USR-0087,98.89,USD,McDonald's,retail,US,US,mobile,2026-03-15 00:35:52.327360+00:00,False,,2026-03-15 00:35:52.327360+00:00,silver,False,small,2026-03-15,0
9d5c2cd1-f99b-43a9-bab8-227e23012c19,USR-0089,207.58,USD,Uber,retail,US,US,desktop,2026-03-15 00:35:52.327364+00:00,False,,2026-03-15 00:35:52.327364+00:00,silver,False,medium,2026-03-15,0
48ab5d86-a3d3-43bc-8564-f474c362fc71,USR-0082,128.05,USD,Amazon,retail,CA,CA,desktop,2026-03-15 00:35:52.327368+00:00,False,,2026-03-15 00:35:52.327368+00:00,silver,False,medium,2026-03-15,0
13b828b9-c5d1-4ecd-ad17-b23610a240fd,USR-0113,113.64,USD,Shell Gas,retail,US,US,mobile,2026-03-15 00:35:52.327371+00:00,False,,2026-03-15 00:35:52.327371+00:00,silver,False,medium,2026-03-15,0
82f4e6b8-fea7-46df-92dd-97ce694da44b,USR-0029,222.76,USD,Amazon,retail,US,US,mobile,2026-03-15 00:35:52.327376+00:00,True,large_amount,2026-03-15 00:35:52.327376+00:00,silver,False,medium,2026-03-15,0
fc5979e3-fcf6-4b21-ba1a-e8b7cfc6ae0b,USR-0042,561.61,USD,Amazon,retail,US,US,desktop,2026-03-15 00:35:52.327379+00:00,False,,2026-03-15 00:35:52.327379+00:00,silver,False,large,2026-03-15,0
57dfd577-b27b-4a3e-941c-4d846cb117c5,USR-0060,92.15,USD,Uber,retail,US,US,desktop,2026-03-15 00:35:52.327383+00:00,False,,2026-03-15 00:35:52.327383+00:00,silver,False,small,2026-03-15,0
da9bf1dd-be9d-40b7-b3a7-2fcb739c957f,USR-0041,137.78,USD,Uber,retail,US,US,tablet,2026-03-15 00:35:52.327386+00:00,False,,2026-03-15 00:35:52.327386+00:00,silver,False,medium,2026-03-15,0
c0dce1f1-dc8a-40c1-9ae9-a83fe1eb6327,USR-0177,599.13,USD,Amazon,retail,GB,GB,mobile,2026-03-15 00:35:52.327396+00:00,False,,2026-03-15 00:35:52.327396+00:00,silver,False,large,2026-03-15,0
0b15eb67-ae05-494c-a682-d19fe89e074f,USR-0109,308.39,USD,Delta Airlines,retail,US,US,mobile,2026-03-15 00:35:52.327400+00:00,False,,2026-03-15 00:35:52.327400+00:00,silver,False,medium,2026-03-15,0
0cabffcf-4ea7-49f8-bfbc-18cd471b06a4,USR-0051,361.54,USD,Delta Airlines,retail,US,US,tablet,2026-03-15 00:35:52.327403+00:00,False,,2026-03-15 00:35:52.327403+00:00,silver,False,medium,2026-03-15,0
949cb6c7-9dca-4bc6-bcc2-8952e5636ea7,USR-0002,320.81,USD,Netflix,retail,US,US,tablet,2026-03-15 00:35:52.327407+00:00,False,,2026-03-15 00:35:52.327407+00:00,silver,False,medium,2026-03-15,0
0689f3cd-bcba-438d-8cfd-da2f0f680d3f,USR-0125,113.38,USD,Apple Store,retail,US,US,tablet,2026-03-15 00:35:52.327411+00:00,False,,2026-03-15 00:35:52.327411+00:00,silver,False,medium,2026-03-15,0
6081344a-8fc0-4362-9bf8-e76945803cd9,USR-0125,358.13,USD,Netflix,retail,US,US,tablet,2026-03-15 00:35:52.327415+00:00,False,,2026-03-15 00:35:52.327415+00:00,silver,False,medium,2026-03-15,0
9ab9825c-b29a-444d-a13b-9daf81493ccd,USR-0004,398.5,USD,Uber,retail,CA,CA,tablet,2026-03-15 00:35:52.327418+00:00,False,,2026-03-15 00:35:52.327418+00:00,silver,False,medium,2026-03-15,0
c7dcce1e-7f04-42f5-afd1-7675428da10c,USR-0164,345.01,USD,Amazon,retail,US,US,tablet,2026-03-15 00:35:52.327422+00:00,False,,2026-03-15 00:35:52.327422+00:00,silver,False,medium,2026-03-15,0
17ec0c1f-46a9-401f-820c-f9cf8b880c44,USR-0042,235.52,USD,McDonald's,retail,CA,CA,mobile,2026-03-15 00:35:52.327426+00:00,False,,2026-03-15 00:35:52.327426+00:00,silver,False,medium,2026-03-15,0
ffe7fdd3-10dc-46bf-be3d-45ff82724146,USR-0097,340.25,USD,Netflix,retail,US,US,desktop,2026-03-15 00:35:52.327430+00:00,False,,2026-03-15 00:35:52.327430+00:00,silver,False,medium,2026-03-15,0
b80e3f29-9170-4bca-83a2-40d8a1ca2105,USR-0174,244.46,USD,Netflix,retail,US,US,tablet,2026-03-15 00:35:52.327434+00:00,False,,2026-03-15 00:35:52.327434+00:00,silver,False,medium,2026-03-15,0
96886476-d5c0-48f0-a997-7b8d34a73e8d,USR-0079,639.92,USD,Shell Gas,retail,US,US,mobile,2026-03-15 00:35:52.327438+00:00,False,,2026-03-15 00:35:52.327438+00:00,silver,False,large,2026-03-15,0
1206e5fe-0c7d-4c85-8a5f-e6d30a0cb6fb,USR-0062,243.36,USD,Shell Gas,retail,US,US,mobile,2026-03-15 00:35:52.327442+00:00,False,,2026-03-15 00:35:52.327442+00:00,silver,False,medium,2026-03-15,0
1e1ce3e5-c0d0-4afe-852f-82efdf340464,USR-0086,354.13,USD,Netflix,retail,US,US,mobile,2026-03-15 00:35:52.327448+00:00,False,,2026-03-15 00:35:52.327448+00:00,silver,False,medium,2026-03-15,0
a98f89f3-c09b-41bb-8a14-1151feed5041,USR-0118,406.81,USD,Delta Airlines,retail,CA,CA,tablet,2026-03-15 00:35:52.327453+00:00,False,,2026-03-15 00:35:52.327453+00:00,silver,False,medium,2026-03-15,0
a25e1091-0897-4c41-8161-cdcc2c8c75b1,USR-0173,284.24,USD,Delta Airlines,retail,GB,GB,mobile,2026-03-15 00:35:52.327457+00:00,False,,2026-03-15 00:35:52.327457+00:00,silver,False,medium,2026-03-15,0
633d7037-8a13-4e53-981f-d1fd5094dcc2,USR-0045,32.86,USD,McDonald's,retail,US,US,mobile,2026-03-15 00:35:52.327461+00:00,False,,2026-03-15 00:35:52.327461+00:00,silver,False,small,2026-03-15,0
a2bfaeec-680f-4f7a-9e1b-bbab5cf6fb36,USR-0195,408.34,USD,McDonald's,retail,US,US,mobile,2026-03-15 00:35:52.327465+00:00,False,,2026-03-15 00:35:52.327465+00:00,silver,False,medium,2026-03-15,0
2af7e4a9-a43b-4d6c-90b7-a7b54a29f025,USR-0032,456.59,USD,McDonald's,retail,US,US,mobile,2026-03-15 00:35:52.327470+00:00,False,,2026-03-15 00:35:52.327470+00:00,silver,False,medium,2026-03-15,0
7eb99b4f-a49f-430a-94b9-9d29ce0a5e8b,USR-0141,363.21,USD,Uber,retail,US,US,tablet,2026-03-15 00:35:52.327474+00:00,False,,2026-03-15 00:35:52.327474+00:00,silver,False,medium,2026-03-15,0
b71e76cc-676a-4688-8ada-3faa329af435,USR-0138,178.48,USD,Shell Gas,retail,US,US,desktop,2026-03-15 00:35:52.327478+00:00,False,,2026-03-15 00:35:52.327478+00:00,silver,False,medium,2026-03-15,0
a6985861-8b18-481e-b8ce-d6cae727d9c2,USR-0094,255.0,USD,McDonald's,retail,US,US,desktop,2026-03-15 00:35:52.327482+00:00,False,,2026-03-15 00:35:52.327482+00:00,silver,False,medium,2026-03-15,0
32cc7aa8-2b01-44a4-ab70-6b2ea6cb372b,USR-0100,178.39,USD,Uber,retail,US,US,mobile,2026-03-15 00:35:52.327486+00:00,False,,2026-03-15 00:35:52.327486+00:00,silver,False,medium,2026-03-15,0
26bab3d9-9d5f-415e-bff4-aa2914756193,USR-0189,86.88,USD,McDonald's,retail,US,US,desktop,2026-03-15 00:35:52.327491+00:00,False,,2026-03-15 00:35:52.327491+00:00,silver,False,small,2026-03-15,0
